player_id;player_name;team_id;position;matches_played;matches_started;minutes_played;goals;assists;shots;shots_on_target;yellow_cards;red_cards;penalty_goals;own_goals;clean_sheets;saves;goals_conceded;;average_rating
1225;Jose Angel Cordoba;48;DEF;3;3;270;0;0;0;;0;0;0;0;;;;;6.6
1226;Fidel Escobar;48;DEF;1;1;90;0;0;0;;0;0;0;0;;;;;6.8
1227;Edgardo Issac Farina;48;DEF;0;0;0;;;;;;;0;0;;;;;
1228;Cristian Jesus Martinez;48;MID;3;3;243;0;0;1;;0;0;0;0;;;;;6.63
1229;Jose Luis Rodriguez;48;MID;3;3;235;0;0;3;;0;0;0;0;;;;;6.1
1230;Adalberto Eliecer Carrasquilla;48;MID;0;0;0;;;;;;;0;0;;;;;
1231;Tomas Abdiel Rodriguez;48;FWD;2;1;47;0;0;1;;0;0;0;0;;;;;6.2
1232;Ismael Diaz;48;MID;2;0;35;0;0;6;;0;0;0;0;;;;;6.6
1233;Edgar Yoel Barcenas;48;MID;3;3;251;0;0;2;;1;0;0;0;;;;;6.9
1234;Cesar Jair Samudio;48;GK;0;0;0;;;;;;;0;0;0;0;0;;
1235;Jiovany Javier Ramos;48;DEF;2;2;167;0;0;2;;0;0;0;0;;;;;7.1
1236;Carlos Miguel Harvey;48;DEF;3;3;268;0;0;5;;1;0;0;0;;;;;6.37
1237;Eric Javier Davis;48;DEF;2;0;3;0;0;1;;0;0;0;0;;;;;6.7
1238;Andres Alberto Andrade;48;DEF;3;3;270;0;0;0;;1;0;0;0;;;;;7
1239;Jose Fajardo;48;FWD;3;1;154;0;0;1;;1;0;0;0;;;;;6.47
1240;Cecilio Alfonso Waterman;48;FWD;2;1;76;0;0;2;;0;0;0;0;;;;;6.6
1241;Alberto Abdiel Quintero;48;MID;1;0;2;0;0;0;;0;0;0;0;;;;;6.4
1242;Anibal Casis Godoy;48;MID;1;0;1;0;0;0;;0;0;0;0;;;;;6.7
1243;Cesar Augusto Yanis;48;MID;0;0;0;;;;;;;0;0;;;;;
1244;Orlando Mosquera;48;GK;3;3;270;0;0;0;;0;0;0;0;0;8;4;;6.8
1245;Michael Amir Murillo;48;DEF;3;3;270;0;0;5;;0;0;0;0;;;;;6.93
1246;Azar’as Emmanuel Londono;48;FWD;3;0;53;0;0;1;;0;0;0;0;;;;;6.57
1247;Roderick Alonso Miller;48;DEF;0;0;0;;;;;;;0;0;;;;;
1248;Jorge Abdiel Gutierrez;48;DEF;1;1;88;0;0;0;;0;0;0;0;;;;;6.5
